Data;Sistema;GWh
29/08/2016;Sudeste/Centro-Oeste;0
29/08/2016;Sul;18,3
29/08/2016;Nordeste;97,9
29/08/2016;Norte;0
29/08/2016;Sistema Interligado Nacional;116,1
30/08/2016;Sudeste/Centro-Oeste;0
30/08/2016;Sul;12,8
30/08/2016;Nordeste;100,3
30/08/2016;Norte;0
30/08/2016;Sistema Interligado Nacional;113,1
31/08/2016;Sudeste/Centro-Oeste;0
31/08/2016;Sul;9,3
31/08/2016;Nordeste;95,6
31/08/2016;Norte;0
31/08/2016;Sistema Interligado Nacional;104,9
01/09/2016;Sudeste/Centro-Oeste;0
01/09/2016;Sul;9,2
01/09/2016;Nordeste;106,2
01/09/2016;Norte;0
01/09/2016;Sistema Interligado Nacional;115,4
02/09/2016;Sudeste/Centro-Oeste;0
02/09/2016;Sul;19,4
02/09/2016;Nordeste;110,4
02/09/2016;Norte;0
02/09/2016;Sistema Interligado Nacional;129,8
03/09/2016;Sudeste/Centro-Oeste;0
03/09/2016;Sul;19,9
03/09/2016;Nordeste;106,3
03/09/2016;Norte;0
03/09/2016;Sistema Interligado Nacional;126,3
04/09/2016;Sudeste/Centro-Oeste;0
04/09/2016;Sul;16,6
04/09/2016;Nordeste;113,4
04/09/2016;Norte;0
04/09/2016;Sistema Interligado Nacional;129,9
05/09/2016;Sudeste/Centro-Oeste;0
05/09/2016;Sul;17,3
05/09/2016;Nordeste;114,8
05/09/2016;Norte;0
05/09/2016;Sistema Interligado Nacional;132,1
06/09/2016;Sudeste/Centro-Oeste;0
06/09/2016;Sul;26,9
06/09/2016;Nordeste;105,5
06/09/2016;Norte;0
06/09/2016;Sistema Interligado Nacional;132,4
07/09/2016;Sudeste/Centro-Oeste;0
07/09/2016;Sul;30,8
07/09/2016;Nordeste;107,5
07/09/2016;Norte;0
07/09/2016;Sistema Interligado Nacional;138,3
08/09/2016;Sudeste/Centro-Oeste;0
08/09/2016;Sul;14,7
08/09/2016;Nordeste;106,9
08/09/2016;Norte;0
08/09/2016;Sistema Interligado Nacional;121,6
09/09/2016;Sudeste/Centro-Oeste;0
09/09/2016;Sul;6,4
09/09/2016;Nordeste;107,4
09/09/2016;Norte;0
09/09/2016;Sistema Interligado Nacional;113,8
10/09/2016;Sudeste/Centro-Oeste;0
10/09/2016;Sul;3,8
10/09/2016;Nordeste;98,1
10/09/2016;Norte;0
10/09/2016;Sistema Interligado Nacional;101,9
11/09/2016;Sudeste/Centro-Oeste;0
11/09/2016;Sul;8,2
11/09/2016;Nordeste;96
11/09/2016;Norte;0
11/09/2016;Sistema Interligado Nacional;104,2
12/09/2016;Sudeste/Centro-Oeste;0
12/09/2016;Sul;19,6
12/09/2016;Nordeste;103,5
12/09/2016;Norte;0
12/09/2016;Sistema Interligado Nacional;123,1
13/09/2016;Sudeste/Centro-Oeste;0
13/09/2016;Sul;26,2
13/09/2016;Nordeste;113
13/09/2016;Norte;0
13/09/2016;Sistema Interligado Nacional;139,3
14/09/2016;Sudeste/Centro-Oeste;0
14/09/2016;Sul;30,4
14/09/2016;Nordeste;102,6
14/09/2016;Norte;0
14/09/2016;Sistema Interligado Nacional;133
15/09/2016;Sudeste/Centro-Oeste;0
15/09/2016;Sul;15
15/09/2016;Nordeste;91,6
15/09/2016;Norte;0
15/09/2016;Sistema Interligado Nacional;106,6
16/09/2016;Sudeste/Centro-Oeste;0
16/09/2016;Sul;7
16/09/2016;Nordeste;84,5
16/09/2016;Norte;0
16/09/2016;Sistema Interligado Nacional;91,5
17/09/2016;Sudeste/Centro-Oeste;0
17/09/2016;Sul;7,4
17/09/2016;Nordeste;101,9
17/09/2016;Norte;0
17/09/2016;Sistema Interligado Nacional;109,3
18/09/2016;Sudeste/Centro-Oeste;0
18/09/2016;Sul;12
18/09/2016;Nordeste;101,4
18/09/2016;Norte;0
18/09/2016;Sistema Interligado Nacional;113,5
19/09/2016;Sudeste/Centro-Oeste;0
19/09/2016;Sul;19,3
19/09/2016;Nordeste;91,5
19/09/2016;Norte;0
19/09/2016;Sistema Interligado Nacional;110,8
20/09/2016;Sudeste/Centro-Oeste;0
20/09/2016;Sul;11,1
20/09/2016;Nordeste;77,4
20/09/2016;Norte;0
20/09/2016;Sistema Interligado Nacional;88,5
21/09/2016;Sudeste/Centro-Oeste;0
21/09/2016;Sul;17,9
21/09/2016;Nordeste;66,8
21/09/2016;Norte;0
21/09/2016;Sistema Interligado Nacional;84,7
22/09/2016;Sudeste/Centro-Oeste;0
22/09/2016;Sul;17,8
22/09/2016;Nordeste;88
22/09/2016;Norte;0
22/09/2016;Sistema Interligado Nacional;105,8
23/09/2016;Sudeste/Centro-Oeste;0
23/09/2016;Sul;19,8
23/09/2016;Nordeste;89,7
23/09/2016;Norte;0
23/09/2016;Sistema Interligado Nacional;109,5
24/09/2016;Sudeste/Centro-Oeste;0
24/09/2016;Sul;16,1
24/09/2016;Nordeste;79,6
24/09/2016;Norte;0
24/09/2016;Sistema Interligado Nacional;95,7
25/09/2016;Sudeste/Centro-Oeste;0
25/09/2016;Sul;8,8
25/09/2016;Nordeste;80,7
25/09/2016;Norte;0
25/09/2016;Sistema Interligado Nacional;89,5
26/09/2016;Sudeste/Centro-Oeste;0
26/09/2016;Sul;2,4
26/09/2016;Nordeste;59,8
26/09/2016;Norte;0
26/09/2016;Sistema Interligado Nacional;62,2
27/09/2016;Sudeste/Centro-Oeste;0
27/09/2016;Sul;6,8
27/09/2016;Nordeste;53,2
27/09/2016;Norte;0
27/09/2016;Sistema Interligado Nacional;60
28/09/2016;Sudeste/Centro-Oeste;0
28/09/2016;Sul;9,8
28/09/2016;Nordeste;84,9
28/09/2016;Norte;0
28/09/2016;Sistema Interligado Nacional;94,7
29/09/2016;Sudeste/Centro-Oeste;0
29/09/2016;Sul;15,1
29/09/2016;Nordeste;91,3
29/09/2016;Norte;0
29/09/2016;Sistema Interligado Nacional;106,4
30/09/2016;Sudeste/Centro-Oeste;0
30/09/2016;Sul;11,6
30/09/2016;Nordeste;76,1
30/09/2016;Norte;0
30/09/2016;Sistema Interligado Nacional;87,7
01/10/2016;Sudeste/Centro-Oeste;0
01/10/2016;Sul;22,5
01/10/2016;Nordeste;80,8
01/10/2016;Norte;0
01/10/2016;Sistema Interligado Nacional;103,3
02/10/2016;Sudeste/Centro-Oeste;0
02/10/2016;Sul;26,2
02/10/2016;Nordeste;111,5
02/10/2016;Norte;0
02/10/2016;Sistema Interligado Nacional;137,7
03/10/2016;Sudeste/Centro-Oeste;0
03/10/2016;Sul;25,4
03/10/2016;Nordeste;99,8
03/10/2016;Norte;0
03/10/2016;Sistema Interligado Nacional;125,2
04/10/2016;Sudeste/Centro-Oeste;0
04/10/2016;Sul;22,2
04/10/2016;Nordeste;70,2
04/10/2016;Norte;0
04/10/2016;Sistema Interligado Nacional;92,4
05/10/2016;Sudeste/Centro-Oeste;0
05/10/2016;Sul;24,6
05/10/2016;Nordeste;57,8
05/10/2016;Norte;0
05/10/2016;Sistema Interligado Nacional;82,4
06/10/2016;Sudeste/Centro-Oeste;0
06/10/2016;Sul;10,7
06/10/2016;Nordeste;45,2
06/10/2016;Norte;0
06/10/2016;Sistema Interligado Nacional;55,8
07/10/2016;Sudeste/Centro-Oeste;0
07/10/2016;Sul;12,7
07/10/2016;Nordeste;36,6
07/10/2016;Norte;0
07/10/2016;Sistema Interligado Nacional;49,3
08/10/2016;Sudeste/Centro-Oeste;0
08/10/2016;Sul;16,8
08/10/2016;Nordeste;59,1
08/10/2016;Norte;0
08/10/2016;Sistema Interligado Nacional;75,9
09/10/2016;Sudeste/Centro-Oeste;0
09/10/2016;Sul;2,8
09/10/2016;Nordeste;75
09/10/2016;Norte;0
09/10/2016;Sistema Interligado Nacional;77,8
10/10/2016;Sudeste/Centro-Oeste;0
10/10/2016;Sul;13,2
10/10/2016;Nordeste;107,2
10/10/2016;Norte;0
10/10/2016;Sistema Interligado Nacional;120,4
11/10/2016;Sudeste/Centro-Oeste;0
11/10/2016;Sul;22,3
11/10/2016;Nordeste;115,4
11/10/2016;Norte;0
11/10/2016;Sistema Interligado Nacional;137,7
12/10/2016;Sudeste/Centro-Oeste;0
12/10/2016;Sul;13,2
12/10/2016;Nordeste;101,2
12/10/2016;Norte;0
12/10/2016;Sistema Interligado Nacional;114,5
13/10/2016;Sudeste/Centro-Oeste;0
13/10/2016;Sul;12,6
13/10/2016;Nordeste;100,7
13/10/2016;Norte;0
13/10/2016;Sistema Interligado Nacional;113,3
14/10/2016;Sudeste/Centro-Oeste;0
14/10/2016;Sul;9,6
14/10/2016;Nordeste;106,5
14/10/2016;Norte;0
14/10/2016;Sistema Interligado Nacional;116,1
15/10/2016;Sudeste/Centro-Oeste;0
15/10/2016;Sul;28,2
15/10/2016;Nordeste;110,9
15/10/2016;Norte;0
15/10/2016;Sistema Interligado Nacional;139,1
16/10/2016;Sudeste/Centro-Oeste;0
16/10/2016;Sul;13,9
16/10/2016;Nordeste;98,4
16/10/2016;Norte;0
16/10/2016;Sistema Interligado Nacional;112,4
17/10/2016;Sudeste/Centro-Oeste;0
17/10/2016;Sul;14,6
17/10/2016;Nordeste;100,2
17/10/2016;Norte;0
17/10/2016;Sistema Interligado Nacional;114,8
18/10/2016;Sudeste/Centro-Oeste;0
18/10/2016;Sul;12,8
18/10/2016;Nordeste;87,6
18/10/2016;Norte;0
18/10/2016;Sistema Interligado Nacional;100,4
19/10/2016;Sudeste/Centro-Oeste;0
19/10/2016;Sul;23,4
19/10/2016;Nordeste;89,6
19/10/2016;Norte;0
19/10/2016;Sistema Interligado Nacional;113
20/10/2016;Sudeste/Centro-Oeste;0
20/10/2016;Sul;23,6
20/10/2016;Nordeste;77,7
20/10/2016;Norte;0
20/10/2016;Sistema Interligado Nacional;101,3
21/10/2016;Sudeste/Centro-Oeste;0
21/10/2016;Sul;9,3
21/10/2016;Nordeste;72,4
21/10/2016;Norte;0
21/10/2016;Sistema Interligado Nacional;81,7
22/10/2016;Sudeste/Centro-Oeste;0
22/10/2016;Sul;8,9
22/10/2016;Nordeste;87,6
22/10/2016;Norte;0
22/10/2016;Sistema Interligado Nacional;96,6
23/10/2016;Sudeste/Centro-Oeste;0
23/10/2016;Sul;21,8
23/10/2016;Nordeste;107,4
23/10/2016;Norte;0
23/10/2016;Sistema Interligado Nacional;129,2
24/10/2016;Sudeste/Centro-Oeste;0
24/10/2016;Sul;20,5
24/10/2016;Nordeste;94,9
24/10/2016;Norte;0
24/10/2016;Sistema Interligado Nacional;115,4
25/10/2016;Sudeste/Centro-Oeste;0
25/10/2016;Sul;31,7
25/10/2016;Nordeste;94,9
25/10/2016;Norte;0
25/10/2016;Sistema Interligado Nacional;126,6
26/10/2016;Sudeste/Centro-Oeste;0
26/10/2016;Sul;22,8
26/10/2016;Nordeste;107,6
26/10/2016;Norte;0
26/10/2016;Sistema Interligado Nacional;130,3
27/10/2016;Sudeste/Centro-Oeste;0
27/10/2016;Sul;27,8
27/10/2016;Nordeste;98,6
27/10/2016;Norte;0
27/10/2016;Sistema Interligado Nacional;126,5
28/10/2016;Sudeste/Centro-Oeste;0
28/10/2016;Sul;24
28/10/2016;Nordeste;78
28/10/2016;Norte;0
28/10/2016;Sistema Interligado Nacional;102
29/10/2016;Sudeste/Centro-Oeste;0
29/10/2016;Sul;10,3
29/10/2016;Nordeste;83,9
29/10/2016;Norte;0
29/10/2016;Sistema Interligado Nacional;94,2
30/10/2016;Sudeste/Centro-Oeste;0
30/10/2016;Sul;28,6
30/10/2016;Nordeste;96
30/10/2016;Norte;0
30/10/2016;Sistema Interligado Nacional;124,6
31/10/2016;Sudeste/Centro-Oeste;0
31/10/2016;Sul;17,8
31/10/2016;Nordeste;104,7
31/10/2016;Norte;0
31/10/2016;Sistema Interligado Nacional;122,5
01/11/2016;Sudeste/Centro-Oeste;0
01/11/2016;Sul;15,2
01/11/2016;Nordeste;114,2
01/11/2016;Norte;0
01/11/2016;Sistema Interligado Nacional;129,4
02/11/2016;Sudeste/Centro-Oeste;0
02/11/2016;Sul;24,5
02/11/2016;Nordeste;112,4
02/11/2016;Norte;0
02/11/2016;Sistema Interligado Nacional;136,9
03/11/2016;Sudeste/Centro-Oeste;0
03/11/2016;Sul;8,7
03/11/2016;Nordeste;112,3
03/11/2016;Norte;0
03/11/2016;Sistema Interligado Nacional;121
04/11/2016;Sudeste/Centro-Oeste;0
04/11/2016;Sul;7,6
04/11/2016;Nordeste;114,9
04/11/2016;Norte;0
04/11/2016;Sistema Interligado Nacional;122,5
05/11/2016;Sudeste/Centro-Oeste;0
05/11/2016;Sul;10,8
05/11/2016;Nordeste;122,3
05/11/2016;Norte;0
05/11/2016;Sistema Interligado Nacional;133
06/11/2016;Sudeste/Centro-Oeste;0
06/11/2016;Sul;18,7
06/11/2016;Nordeste;120,9
06/11/2016;Norte;0
06/11/2016;Sistema Interligado Nacional;139,6
07/11/2016;Sudeste/Centro-Oeste;0
07/11/2016;Sul;6,1
07/11/2016;Nordeste;111,7
07/11/2016;Norte;0
07/11/2016;Sistema Interligado Nacional;117,8
08/11/2016;Sudeste/Centro-Oeste;0
08/11/2016;Sul;9,1
08/11/2016;Nordeste;98,8
08/11/2016;Norte;0
08/11/2016;Sistema Interligado Nacional;107,9
09/11/2016;Sudeste/Centro-Oeste;0
09/11/2016;Sul;9,9
09/11/2016;Nordeste;102,6
09/11/2016;Norte;0
09/11/2016;Sistema Interligado Nacional;112,5
10/11/2016;Sudeste/Centro-Oeste;0
10/11/2016;Sul;9,6
10/11/2016;Nordeste;90,9
10/11/2016;Norte;0
10/11/2016;Sistema Interligado Nacional;100,5
11/11/2016;Sudeste/Centro-Oeste;0
11/11/2016;Sul;19
11/11/2016;Nordeste;88,1
11/11/2016;Norte;0
11/11/2016;Sistema Interligado Nacional;107,1
12/11/2016;Sudeste/Centro-Oeste;0
12/11/2016;Sul;10,9
12/11/2016;Nordeste;81,2
12/11/2016;Norte;0
12/11/2016;Sistema Interligado Nacional;92,1
13/11/2016;Sudeste/Centro-Oeste;0
13/11/2016;Sul;25,4
13/11/2016;Nordeste;71,3
13/11/2016;Norte;0
13/11/2016;Sistema Interligado Nacional;96,7
14/11/2016;Sudeste/Centro-Oeste;0
14/11/2016;Sul;8,6
14/11/2016;Nordeste;77,1
14/11/2016;Norte;0
14/11/2016;Sistema Interligado Nacional;85,7
15/11/2016;Sudeste/Centro-Oeste;0
15/11/2016;Sul;14,5
15/11/2016;Nordeste;71,1
15/11/2016;Norte;0
15/11/2016;Sistema Interligado Nacional;85,7
16/11/2016;Sudeste/Centro-Oeste;0
16/11/2016;Sul;15,9
16/11/2016;Nordeste;63,9
16/11/2016;Norte;0
16/11/2016;Sistema Interligado Nacional;79,9
17/11/2016;Sudeste/Centro-Oeste;0
17/11/2016;Sul;15,2
17/11/2016;Nordeste;74,6
17/11/2016;Norte;0
17/11/2016;Sistema Interligado Nacional;89,8
18/11/2016;Sudeste/Centro-Oeste;0
18/11/2016;Sul;17,5
18/11/2016;Nordeste;73,2
18/11/2016;Norte;0
18/11/2016;Sistema Interligado Nacional;90,8
19/11/2016;Sudeste/Centro-Oeste;0
19/11/2016;Sul;6,8
19/11/2016;Nordeste;54,8
19/11/2016;Norte;0
19/11/2016;Sistema Interligado Nacional;61,6
20/11/2016;Sudeste/Centro-Oeste;0
20/11/2016;Sul;14,2
20/11/2016;Nordeste;70,1
20/11/2016;Norte;0
20/11/2016;Sistema Interligado Nacional;84,3
21/11/2016;Sudeste/Centro-Oeste;0
21/11/2016;Sul;16,1
21/11/2016;Nordeste;86,2
21/11/2016;Norte;0
21/11/2016;Sistema Interligado Nacional;102,3
22/11/2016;Sudeste/Centro-Oeste;0
22/11/2016;Sul;4,8
22/11/2016;Nordeste;93
22/11/2016;Norte;0
22/11/2016;Sistema Interligado Nacional;97,8
23/11/2016;Sudeste/Centro-Oeste;0
23/11/2016;Sul;5,4
23/11/2016;Nordeste;77,6
23/11/2016;Norte;0
23/11/2016;Sistema Interligado Nacional;83
24/11/2016;Sudeste/Centro-Oeste;0
24/11/2016;Sul;6,6
24/11/2016;Nordeste;76,4
24/11/2016;Norte;0
24/11/2016;Sistema Interligado Nacional;83,1
25/11/2016;Sudeste/Centro-Oeste;0
25/11/2016;Sul;19,8
25/11/2016;Nordeste;97,6
25/11/2016;Norte;0
25/11/2016;Sistema Interligado Nacional;117,4
26/11/2016;Sudeste/Centro-Oeste;0
26/11/2016;Sul;23,4
26/11/2016;Nordeste;96,9
26/11/2016;Norte;0
26/11/2016;Sistema Interligado Nacional;120,3
27/11/2016;Sudeste/Centro-Oeste;0
27/11/2016;Sul;10,1
27/11/2016;Nordeste;84,5
27/11/2016;Norte;0
27/11/2016;Sistema Interligado Nacional;94,7
28/11/2016;Sudeste/Centro-Oeste;0
28/11/2016;Sul;8,5
28/11/2016;Nordeste;82,8
28/11/2016;Norte;0
28/11/2016;Sistema Interligado Nacional;91,3
29/11/2016;Sudeste/Centro-Oeste;0
29/11/2016;Sul;9,4
29/11/2016;Nordeste;80,4
29/11/2016;Norte;0
29/11/2016;Sistema Interligado Nacional;89,8
30/11/2016;Sudeste/Centro-Oeste;0
30/11/2016;Sul;9,5
30/11/2016;Nordeste;78,3
30/11/2016;Norte;0
30/11/2016;Sistema Interligado Nacional;87,9
01/12/2016;Sudeste/Centro-Oeste;0
01/12/2016;Sul;27,3
01/12/2016;Nordeste;89,7
01/12/2016;Norte;0
01/12/2016;Sistema Interligado Nacional;117
02/12/2016;Sudeste/Centro-Oeste;0
02/12/2016;Sul;13,1
02/12/2016;Nordeste;91,6
02/12/2016;Norte;0
02/12/2016;Sistema Interligado Nacional;104,7
03/12/2016;Sudeste/Centro-Oeste;0
03/12/2016;Sul;6,1
03/12/2016;Nordeste;81,8
03/12/2016;Norte;0
03/12/2016;Sistema Interligado Nacional;87,8
04/12/2016;Sudeste/Centro-Oeste;0
04/12/2016;Sul;7,1
04/12/2016;Nordeste;57,3
04/12/2016;Norte;0
04/12/2016;Sistema Interligado Nacional;64,4
05/12/2016;Sudeste/Centro-Oeste;0
05/12/2016;Sul;3,1
05/12/2016;Nordeste;54,7
05/12/2016;Norte;0
05/12/2016;Sistema Interligado Nacional;57,9
06/12/2016;Sudeste/Centro-Oeste;0
06/12/2016;Sul;3,4
06/12/2016;Nordeste;57,7
06/12/2016;Norte;0
06/12/2016;Sistema Interligado Nacional;61,1
07/12/2016;Sudeste/Centro-Oeste;0
07/12/2016;Sul;4,2
07/12/2016;Nordeste;45,7
07/12/2016;Norte;0
07/12/2016;Sistema Interligado Nacional;49,8
08/12/2016;Sudeste/Centro-Oeste;0
08/12/2016;Sul;15,1
08/12/2016;Nordeste;40
08/12/2016;Norte;0
08/12/2016;Sistema Interligado Nacional;55,1
09/12/2016;Sudeste/Centro-Oeste;0
09/12/2016;Sul;8,8
09/12/2016;Nordeste;56
09/12/2016;Norte;0
09/12/2016;Sistema Interligado Nacional;64,8
10/12/2016;Sudeste/Centro-Oeste;0
10/12/2016;Sul;13,8
10/12/2016;Nordeste;55,4
10/12/2016;Norte;0
10/12/2016;Sistema Interligado Nacional;69,2
11/12/2016;Sudeste/Centro-Oeste;0
11/12/2016;Sul;13,9
11/12/2016;Nordeste;48
11/12/2016;Norte;0
11/12/2016;Sistema Interligado Nacional;61,9
12/12/2016;Sudeste/Centro-Oeste;0
12/12/2016;Sul;17,9
12/12/2016;Nordeste;56
12/12/2016;Norte;0
12/12/2016;Sistema Interligado Nacional;73,9
13/12/2016;Sudeste/Centro-Oeste;0
13/12/2016;Sul;17,1
13/12/2016;Nordeste;60
13/12/2016;Norte;0
13/12/2016;Sistema Interligado Nacional;77,1
14/12/2016;Sudeste/Centro-Oeste;0
14/12/2016;Sul;20,6
14/12/2016;Nordeste;56,9
14/12/2016;Norte;0
14/12/2016;Sistema Interligado Nacional;77,5
15/12/2016;Sudeste/Centro-Oeste;0
15/12/2016;Sul;7,6
15/12/2016;Nordeste;72,5
15/12/2016;Norte;0
15/12/2016;Sistema Interligado Nacional;80,2
16/12/2016;Sudeste/Centro-Oeste;0
16/12/2016;Sul;29,4
16/12/2016;Nordeste;85,1
16/12/2016;Norte;0
16/12/2016;Sistema Interligado Nacional;114,5
17/12/2016;Sudeste/Centro-Oeste;0
17/12/2016;Sul;24,4
17/12/2016;Nordeste;92,2
17/12/2016;Norte;0
17/12/2016;Sistema Interligado Nacional;116,5
18/12/2016;Sudeste/Centro-Oeste;0
18/12/2016;Sul;12,8
18/12/2016;Nordeste;83
18/12/2016;Norte;0
18/12/2016;Sistema Interligado Nacional;95,8
19/12/2016;Sudeste/Centro-Oeste;0
19/12/2016;Sul;7,1
19/12/2016;Nordeste;71,5
19/12/2016;Norte;0
19/12/2016;Sistema Interligado Nacional;78,6
20/12/2016;Sudeste/Centro-Oeste;0
20/12/2016;Sul;4,5
20/12/2016;Nordeste;86,1
20/12/2016;Norte;0
20/12/2016;Sistema Interligado Nacional;90,6
21/12/2016;Sudeste/Centro-Oeste;0
21/12/2016;Sul;7,5
21/12/2016;Nordeste;88,3
21/12/2016;Norte;0
21/12/2016;Sistema Interligado Nacional;95,8
22/12/2016;Sudeste/Centro-Oeste;0
22/12/2016;Sul;7,4
22/12/2016;Nordeste;90,3
22/12/2016;Norte;0
22/12/2016;Sistema Interligado Nacional;97,7
23/12/2016;Sudeste/Centro-Oeste;0
23/12/2016;Sul;12,9
23/12/2016;Nordeste;98,8
23/12/2016;Norte;0
23/12/2016;Sistema Interligado Nacional;111,7
24/12/2016;Sudeste/Centro-Oeste;0
24/12/2016;Sul;5,2
24/12/2016;Nordeste;78,9
24/12/2016;Norte;0
24/12/2016;Sistema Interligado Nacional;84,1
25/12/2016;Sudeste/Centro-Oeste;0
25/12/2016;Sul;23,6
25/12/2016;Nordeste;74,1
25/12/2016;Norte;0
25/12/2016;Sistema Interligado Nacional;97,6
26/12/2016;Sudeste/Centro-Oeste;0
26/12/2016;Sul;9,6
26/12/2016;Nordeste;81,1
26/12/2016;Norte;0
26/12/2016;Sistema Interligado Nacional;90,7
27/12/2016;Sudeste/Centro-Oeste;0
27/12/2016;Sul;5,9
27/12/2016;Nordeste;102,5
27/12/2016;Norte;0
27/12/2016;Sistema Interligado Nacional;108,5
28/12/2016;Sudeste/Centro-Oeste;0
28/12/2016;Sul;7,2
28/12/2016;Nordeste;87,5
28/12/2016;Norte;0
28/12/2016;Sistema Interligado Nacional;94,6
29/12/2016;Sudeste/Centro-Oeste;0
29/12/2016;Sul;14,3
29/12/2016;Nordeste;84,8
29/12/2016;Norte;0
29/12/2016;Sistema Interligado Nacional;99,1
30/12/2016;Sudeste/Centro-Oeste;0
30/12/2016;Sul;15,9
30/12/2016;Nordeste;93,9
30/12/2016;Norte;0
30/12/2016;Sistema Interligado Nacional;109,7
31/12/2016;Sudeste/Centro-Oeste;0
31/12/2016;Sul;4,9
31/12/2016;Nordeste;97,3
31/12/2016;Norte;0
31/12/2016;Sistema Interligado Nacional;102,2
01/01/2017;Sudeste/Centro-Oeste;0
01/01/2017;Sul;5,6
01/01/2017;Nordeste;87,6
01/01/2017;Norte;0
01/01/2017;Sistema Interligado Nacional;93,2
02/01/2017;Norte;0
02/01/2017;Nordeste;75,28
02/01/2017;Sul;7,44
02/01/2017;Sudeste/Centro-Oeste;0
02/01/2017;Sistema Interligado Nacional;82,72
03/01/2017;Norte;0
03/01/2017;Nordeste;64,2
03/01/2017;Sul;20,66
03/01/2017;Sudeste/Centro-Oeste;0
03/01/2017;Sistema Interligado Nacional;84,86
04/01/2017;Norte;0
04/01/2017;Nordeste;76,55
04/01/2017;Sul;10,61
04/01/2017;Sudeste/Centro-Oeste;0
04/01/2017;Sistema Interligado Nacional;87,17
05/01/2017;Norte;0
05/01/2017;Nordeste;89,6
05/01/2017;Sul;9,65
05/01/2017;Sudeste/Centro-Oeste;0
05/01/2017;Sistema Interligado Nacional;99,25
06/01/2017;Norte;0
06/01/2017;Nordeste;89,41
06/01/2017;Sul;9,89
06/01/2017;Sudeste/Centro-Oeste;0
06/01/2017;Sistema Interligado Nacional;99,3
07/01/2017;Norte;0
07/01/2017;Nordeste;80,04
07/01/2017;Sul;16,13
07/01/2017;Sudeste/Centro-Oeste;0
07/01/2017;Sistema Interligado Nacional;96,17
08/01/2017;Norte;0
08/01/2017;Nordeste;75,23
08/01/2017;Sul;6,92
08/01/2017;Sudeste/Centro-Oeste;0
08/01/2017;Sistema Interligado Nacional;82,16
09/01/2017;Norte;0
09/01/2017;Nordeste;63,81
09/01/2017;Sul;5,99
09/01/2017;Sudeste/Centro-Oeste;0
09/01/2017;Sistema Interligado Nacional;69,8
10/01/2017;Norte;0
10/01/2017;Nordeste;61,61
10/01/2017;Sul;14,55
10/01/2017;Sudeste/Centro-Oeste;0
10/01/2017;Sistema Interligado Nacional;76,15
11/01/2017;Norte;0
11/01/2017;Nordeste;49,58
11/01/2017;Sul;6,17
11/01/2017;Sudeste/Centro-Oeste;0
11/01/2017;Sistema Interligado Nacional;55,75
12/01/2017;Norte;0
12/01/2017;Nordeste;56,69
12/01/2017;Sul;10,44
12/01/2017;Sudeste/Centro-Oeste;0
12/01/2017;Sistema Interligado Nacional;67,13
13/01/2017;Norte;0
13/01/2017;Nordeste;72
13/01/2017;Sul;18,56
13/01/2017;Sudeste/Centro-Oeste;0
13/01/2017;Sistema Interligado Nacional;90,56
14/01/2017;Norte;0
14/01/2017;Nordeste;52,87
14/01/2017;Sul;8,23
14/01/2017;Sudeste/Centro-Oeste;0
14/01/2017;Sistema Interligado Nacional;61,1
15/01/2017;Norte;0
15/01/2017;Nordeste;52,36
15/01/2017;Sul;14,33
15/01/2017;Sudeste/Centro-Oeste;0
15/01/2017;Sistema Interligado Nacional;66,69
16/01/2017;Norte;0
16/01/2017;Nordeste;72,51
16/01/2017;Sul;24,52
16/01/2017;Sudeste/Centro-Oeste;0
16/01/2017;Sistema Interligado Nacional;97,03
17/01/2017;Norte;0
17/01/2017;Nordeste;66,64
17/01/2017;Sul;6,32
17/01/2017;Sudeste/Centro-Oeste;0
17/01/2017;Sistema Interligado Nacional;72,97
18/01/2017;Norte;0
18/01/2017;Nordeste;62,02
18/01/2017;Sul;10,95
18/01/2017;Sudeste/Centro-Oeste;0
18/01/2017;Sistema Interligado Nacional;72,97
19/01/2017;Norte;0
19/01/2017;Nordeste;68,85
19/01/2017;Sul;9,98
19/01/2017;Sudeste/Centro-Oeste;0
19/01/2017;Sistema Interligado Nacional;78,83
20/01/2017;Norte;0
20/01/2017;Nordeste;58,03
20/01/2017;Sul;11,55
20/01/2017;Sudeste/Centro-Oeste;0
20/01/2017;Sistema Interligado Nacional;69,58
21/01/2017;Norte;0
21/01/2017;Nordeste;75,29
21/01/2017;Sul;12,43
21/01/2017;Sudeste/Centro-Oeste;0
21/01/2017;Sistema Interligado Nacional;87,72
22/01/2017;Norte;0
22/01/2017;Nordeste;65,58
22/01/2017;Sul;8,48
22/01/2017;Sudeste/Centro-Oeste;0
22/01/2017;Sistema Interligado Nacional;74,05
23/01/2017;Norte;0
23/01/2017;Nordeste;71
23/01/2017;Sul;7,99
23/01/2017;Sudeste/Centro-Oeste;0
23/01/2017;Sistema Interligado Nacional;78,98
24/01/2017;Norte;0
24/01/2017;Nordeste;78,87
24/01/2017;Sul;6,54
24/01/2017;Sudeste/Centro-Oeste;0
24/01/2017;Sistema Interligado Nacional;85,41
25/01/2017;Norte;0
25/01/2017;Nordeste;75,13
25/01/2017;Sul;13,51
25/01/2017;Sudeste/Centro-Oeste;0
25/01/2017;Sistema Interligado Nacional;88,64
26/01/2017;Norte;0
26/01/2017;Nordeste;60,44
26/01/2017;Sul;16,14
26/01/2017;Sudeste/Centro-Oeste;0
26/01/2017;Sistema Interligado Nacional;76,58
